state_code,state_name,date,agency,action,state_url
TX,Texas,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-texas
UT,Utah,2/26/2026,DOJ,DOJ Sued Utah for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,5/9/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-utah
VT,Vermont,12/2/2025,DOJ,DOJ Sued Vermont for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,6/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-vermont
VA,Virginia,1/16/2026,DOJ,DOJ Sued Virginia for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,6/20/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,8/4/2026,DOJ,DOJ Will Send Election Monitors to Fairfax County to Ensure Federal Law Compliance,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,8/4/2026,DOJ,DOJ Will Send Election Monitors to Prince William County to Ensure Federal Law Compliance,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-virginia
WA,Washington,12/2/2025,DOJ,DOJ Sued Washington for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,6/20/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-washington
WV,West Virginia,2/26/2026,DOJ,DOJ Sued West Virginia for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,3/28/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-west-virginia
WI,Wisconsin,12/18/2025,DOJ,DOJ Sued Wisconsin for Failing to Provide Federal Election Records,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,6/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-wisconsin
WY,Wyoming,7/1/2025,DOJ,DOJ Filed a Statement Demanding Federal Courts Not Block Wyoming's Voter ID Law,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,8/14/2025,DOJ,DOJ Sent Wyoming a Letter Demanding the State Add All Required Fields to Its Voter Registration,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,6/25/2026,DOJ,DOJ Inspected Federal Election Records to Ensure Only Eligible Americans Vote With Wyoming's Support,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,7/4/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,https://www.justice.gov/crt/election-integrity-wyoming
