state_code,state_name,date_iso,date_display,agency,title,description,linked_source_url,state_url
MO,Missouri,2025-09-08,9/8/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Missouri's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Missouri's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-missouri
MO,Missouri,2026-06-20,6/20/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-missouri
MO,Missouri,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-missouri
MO,Missouri,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-missouri
MT,Montana,2025-08-14,8/14/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Montana's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Montana's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-montana
MT,Montana,2026-04-17,4/17/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-montana
MT,Montana,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-montana
MT,Montana,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-montana
NE,Nebraska,2025-09-08,9/8/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Nebraska's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Nebraska's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-nebraska
NE,Nebraska,2026-03-28,3/28/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-nebraska
NE,Nebraska,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-nebraska
NE,Nebraska,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-nebraska
NV,Nevada,2025-12-12,12/12/2025,DOJ,DOJ Sued Nevada for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Nevada's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-four-additional-states-and-one-locality-failure-comply-federal,https://www.justice.gov/crt/election-integrity-nevada
NV,Nevada,2026-04-25,4/25/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-nevada
NV,Nevada,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-nevada
NV,Nevada,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-nevada
NH,New Hampshire,2025-09-25,9/25/2025,DOJ,DOJ Sued New Hampshire for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested New Hampshire's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-new-hampshire
NH,New Hampshire,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-new-hampshire
NH,New Hampshire,2026-07-25,7/25/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-hampshire
NH,New Hampshire,2026-09-08,9/8/2026,DOJ,DOJ Will Send Election Monitors to Manchester to Ensure Federal Law Compliance,"DOJ will send election monitors to Manchester to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-new-hampshire
NH,New Hampshire,2026-09-08,9/8/2026,DOJ,DOJ Will Send Election Monitors to Nashua to Ensure Federal Law Compliance,"DOJ will send election monitors to Nashua to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-new-hampshire
NH,New Hampshire,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-hampshire
NJ,New Jersey,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Passaic County to Ensure Federal Law Compliance,"DOJ sent monitors to Passaic County during their special primary to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2025-11-05,11/5/2025,DOJ,DOJ Sent Election Monitors to Passaic County to Monitor Vote Counting,"DOJ sent monitors to Passaic County to monitor vote counting for compliance with federal law standards. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2026-02-26,2/26/2026,DOJ,DOJ Sued New Jersey for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested New Jersey's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-five-additional-states-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2026-04-18,4/18/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2026-06-02,6/2/2026,DOJ,DOJ Sent Election Monitors to Union County to Ensure Federal Law Compliance,"DOJ sent monitors to Union County during their primary election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-new-jersey
NJ,New Jersey,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-jersey
NM,New Mexico,2025-12-02,12/2/2025,DOJ,DOJ Sued New Mexico for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested New Mexico's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-additional-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-new-mexico
NM,New Mexico,2026-04-18,4/18/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-mexico
NM,New Mexico,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-new-mexico
NM,New Mexico,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-mexico
NY,New York,2025-09-25,9/25/2025,DOJ,DOJ Sued New York for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested New York's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-new-york
NY,New York,2026-05-09,5/9/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-york
NY,New York,2026-06-10,6/10/2026,DOJ,DOJ Demanded NY Provide a HAVA ID for Each Registered Voter on the Voter Rolls,DOJ sent a letter to the New York requesting information to ensure all voters added to its voter registration list have a unique identifier as required by Section 303 of the Help America Vote Act.,,https://www.justice.gov/crt/election-integrity-new-york
NY,New York,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-new-york
NY,New York,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-new-york
NC,North Carolina,2025-03-27,3/27/2025,DOJ,DOJ Sued North Carolina for Not Following Federal Voting Registration Standards,"DOJ sued North Carolina for maintaining inadequate voter registration information. All states are required to maintain identifying information in their registration files by Section 303 of the Help America Vote Act, but North Carolina does not meet this requirement.",,https://www.justice.gov/crt/election-integrity-north-carolina
NC,North Carolina,2025-05-20,5/20/2025,DOJ,DOJ Sent North Carolina a Letter Demanding the State Require Voters to Provide ID Information When They Register,Section 303 of the Help America Vote Act requires voter registration applicants provide personal identifying information for voter verification. DOJ sent North Carolina a letter demanding it correct its voter registration application to reflect this requirement.,,https://www.justice.gov/crt/election-integrity-north-carolina
NC,North Carolina,2025-05-27,5/27/2025,DOJ,"DOJ Obtains a Court Order That North Carolina Remedy 100,000+ Voter Registrations","Upon review of North Carolina's statewide list, DOJ found that North Carolina had included over 100,000 active voter records that were missing federally mandated identification numbers, and DOJ obtained a court order requiring North Carolina to fix this.",https://www.justice.gov/opa/pr/court-enters-consent-order-requiring-north-carolina-fix-inaccurate-voter-list,https://www.justice.gov/crt/election-integrity-north-carolina
NC,North Carolina,2026-01-17,1/17/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-north-carolina
NC,North Carolina,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-north-carolina
NC,North Carolina,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-north-carolina
ND,North Dakota,2026-04-25,4/25/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-north-dakota
ND,North Dakota,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-north-dakota
ND,North Dakota,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-north-dakota
OH,Ohio,2025-08-06,8/6/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Ohio's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Ohio's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-ohio
OH,Ohio,2026-03-21,3/21/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-ohio
OH,Ohio,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-ohio
OH,Ohio,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-ohio
OK,Oklahoma,2026-02-26,2/26/2026,DOJ,"DOJ Sued Oklahoma, and Oklahoma Then Agreed to Produce Its Voter Rolls","Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Oklahoma's records, but the state refused to provide them. DOJ then sued to obtain the records. Oklahoma then agreed to produce the records.",,https://www.justice.gov/crt/election-integrity-oklahoma
OK,Oklahoma,2026-05-02,5/2/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-oklahoma
OK,Oklahoma,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-oklahoma
OK,Oklahoma,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-oklahoma
OR,Oregon,2025-06-06,6/6/2025,DOJ,DOJ Filed a Statement to Help Ensure Oregon Cleans Its Voter Rolls as Legally Required,"DOJ filed a statement of interest in Judicial Watch v. Griffin-Valade, which is a complaint against the state of Oregon. The statement explained that Section 8 of the National Voter Registration Act requires states to remove ineligible individuals from voter rolls and to make available for public inspection materials related to this process.",,https://www.justice.gov/crt/election-integrity-oregon
OR,Oregon,2025-09-16,9/16/2025,DOJ,DOJ Sued Oregon for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Oregon's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-oregon-and-maine-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-oregon
OR,Oregon,2026-04-04,4/4/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-oregon
OR,Oregon,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-oregon
OR,Oregon,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-oregon
PA,Pennsylvania,2025-09-25,9/25/2025,DOJ,DOJ Sued Pennsylvania for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Pennsylvania's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-pennsylvania
PA,Pennsylvania,2026-04-04,4/4/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-pennsylvania
PA,Pennsylvania,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-pennsylvania
PA,Pennsylvania,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-pennsylvania
RI,Rhode Island,2025-12-02,12/2/2025,DOJ,DOJ Sued Rhode Island for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Rhode Island's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-additional-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-rhode-island
RI,Rhode Island,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-rhode-island
RI,Rhode Island,2026-07-25,7/25/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-rhode-island
RI,Rhode Island,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-rhode-island
SC,South Carolina,2025-08-06,8/6/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With South Carolina's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested South Carolina's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-south-carolina
SC,South Carolina,2026-04-25,4/25/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-south-carolina
SC,South Carolina,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-south-carolina
SC,South Carolina,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-south-carolina
SD,South Dakota,2026-04-18,4/18/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-south-dakota
SD,South Dakota,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-south-dakota
SD,South Dakota,2026-08-14,8/14/2026,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With South Dakota's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested South Dakota's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-south-dakota
SD,South Dakota,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-south-dakota
TN,Tennessee,2025-08-07,8/7/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Tennessee's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Tennessee's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-tennessee
TN,Tennessee,2026-06-22,6/22/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-tennessee
TN,Tennessee,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-tennessee
TN,Tennessee,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-tennessee
